id,name,image,preview,duration,explicit,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,chord,published
0CwYG1UnRmOx8Q1EzElCIL,Second Chance,https://i.scdn.co/image/ab67616d0000b273a8884c298d3fc9b70c4e9196,https://p.scdn.co/mp3-preview/6ff0345f3f2809bddbceae315e2260fc2d778a26?cid=9950ac751e34487dbbe027c4fd7f8e99,222066,0,73,0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,0,2008-06-24
4oST8HiZTBrgJLHBMpbVUW,Psycho,https://i.scdn.co/image/ab67616d0000b2732d87c5a7c4329eb96dad4dff,,176160,0,0,0.799,0.496,-7.882,0.0544,0.389,0.0506,0.164,0.159,100.011,5,2020-04-06
1zaaaGPDU60KYY60M4JVl2,It’s My Birthday,https://i.scdn.co/image/ab67616d0000b27329d1d791a3f35872577e1a41,,252613,0,0,0.76,0.718,-4.443,0.0476,0.0817,0,0.0903,0.419,100.01,5,2014-01-01
6ihL9TjfRjadfEePzXXyVF,Gives You Hell,https://i.scdn.co/image/ab67616d0000b2738f6b4035c82eb9cf42e9d8d7,https://p.scdn.co/mp3-preview/d86175c06b0fe2d2b1357774a480cf0994c3a767?cid=9950ac751e34487dbbe027c4fd7f8e99,213106,0,74,0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,4,2008-01-01
5gb9UJkh8TfrNMRYOJNbew,Gives You Hell,https://i.scdn.co/image/ab67616d0000b2733ebbaf69ee21176cc04c9182,https://p.scdn.co/mp3-preview/d86175c06b0fe2d2b1357774a480cf0994c3a767?cid=9950ac751e34487dbbe027c4fd7f8e99,213106,0,72,0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,4,2008-01-01
1wYJnu1hMrYMNrkXKTVrYd,Gives You Hell,https://i.scdn.co/image/ab67616d0000b273db148353885bab4cdfcf4ab7,,213106,0,0,0.718,0.691,-6.44,0.0387,0.0159,0,0.0627,0.552,100.008,4,2008-01-01
2McbI8WrvqqK6Ew5VgllX3,Kiss Me,https://i.scdn.co/image/ab67616d0000b27353fb0f20812d2550750dd500,,206400,0,0,0.523,0.714,-7.17,0.0269,0.0264,0.00000209,0.0568,0.428,100.007,3,2012-11-16
3c22wjAcHgEVBi2VEKYGdE,Let's Stay Together,https://i.scdn.co/image/ab67616d0000b2731923422d0ef3d0db5b80a8b0,https://p.scdn.co/mp3-preview/b4b44f9ad665b22a13727295c13fa4f11723ddf0?cid=9950ac751e34487dbbe027c4fd7f8e99,216573,0,37,0.676,0.546,-6.467,0.0258,0.216,0,0.198,0.707,100.005,2,2010-03-29
3Wf2YGdYT8xVdNsQSoRKk9,Youth (feat. Khalid),https://i.scdn.co/image/ab67616d0000b273d8906e2b4b8918d36ebec5c9,,189973,0,0,0.625,0.589,-6.627,0.0858,0.518,0,0.197,0.33,100.003,6,2018-05-03
4PVm8e67skz8B8wiJP2kwk,New Thang,https://i.scdn.co/image/ab67616d0000b273b4993adcf493566cfa67fac0,https://p.scdn.co/mp3-preview/c377606c762e2ecf1e483235306e215b857b8b71?cid=9950ac751e34487dbbe027c4fd7f8e99,226800,0,61,0.743,0.841,-5.189,0.0391,0.0156,0,0.133,0.814,100.003,0,2015-07-13
5hGSM1NIumwLgI0Y97X9xB,New Thang,https://i.scdn.co/image/ab67616d0000b273733d0f6b5127f249106c29d1,https://p.scdn.co/mp3-preview/c377606c762e2ecf1e483235306e215b857b8b71?cid=9950ac751e34487dbbe027c4fd7f8e99,226800,0,60,0.743,0.841,-5.189,0.0391,0.0156,0,0.133,0.814,100.003,0,2016-03-18
51tLuq7szffePQka877QiN,I Love to Love (But My Baby Loves to Dance),https://i.scdn.co/image/ab67616d0000b273f916e5820e1d2dd4441c8d24,https://p.scdn.co/mp3-preview/5e1df715937fa21373859956c478d340ddfa2237?cid=9950ac751e34487dbbe027c4fd7f8e99,186133,0,27,0.666,0.623,-10.662,0.0327,0.00413,0.00046,0.0443,0.853,100.003,4,2015-05-19
44AXd3UVaaVYsSQqBpnYO2,Best Day Of My Life,https://i.scdn.co/image/ab67616d0000b273c7f3df627862b26c2f4784e1,,194093,0,0,0.673,0.901,-2.379,0.0348,0.0525,0.000535,0.0736,0.503,100.002,2,2013-01-01
2g381K6Sdvf4RYNsfdCLKh,Come On Come On,https://i.scdn.co/image/ab67616d0000b2735aaaefbc6020dba11246b6c9,https://p.scdn.co/mp3-preview/222ec4a3950851347a2e0658ba5469d8add1ecc9?cid=9950ac751e34487dbbe027c4fd7f8e99,232866,0,40,0.619,0.568,-4.02,0.026,0.00712,0,0.233,0.425,100.002,11,2006-01-01
4ZOyH6KjomjlqCz3oFqglr,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,https://i.scdn.co/image/ab67616d0000b273c0d17a37386e6891cc4d8877,https://p.scdn.co/mp3-preview/436c784474eb9059cc3b5ce2d3a44703e3ac6433?cid=9950ac751e34487dbbe027c4fd7f8e99,187840,0,65,0.844,0.754,-5.46,0.207,0.00833,0.00000342,0.0575,0.961,100.002,6,2002-11-19
3vv9phIu6Y1vX3jcqaGz5Z,Roses,https://i.scdn.co/image/ab67616d0000b2738d2cfad007b9431f48aef135,https://p.scdn.co/mp3-preview/a0f968725f2164068bee9379d9fce23fbe9bea74?cid=9950ac751e34487dbbe027c4fd7f8e99,226738,0,77,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,2015-06-16
2x0RZdkZcD8QRI53XT4GI5,SOS (feat. Aloe Blacc),https://i.scdn.co/image/ab67616d0000b273660ee24281a547103f466ff5,https://p.scdn.co/mp3-preview/5f708e2e99298b3ff1842b5c2da565dbd7b1f608?cid=9950ac751e34487dbbe027c4fd7f8e99,157202,0,76,0.802,0.645,-6.181,0.0715,0.272,0,0.119,0.376,100.001,5,2019-06-06
1pNcUexH7BdMFWFaxV3ltq,It’s My Birthday,https://i.scdn.co/image/ab67616d0000b2734b8bfb5fc950bcf83741b65e,https://p.scdn.co/mp3-preview/9ea2c911c23190693b94ccd2743883f09d38c462?cid=9950ac751e34487dbbe027c4fd7f8e99,252613,0,62,0.754,0.715,-4.434,0.0525,0.0822,0,0.0891,0.405,100.001,5,2014-01-01
7LqjznQwfrax7MjQXmxqdQ,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,https://i.scdn.co/image/ab67616d0000b273a1bf4c1efc808162ac95090f,https://p.scdn.co/mp3-preview/14dfbec7bba1a77ba0cc970c0c3fd96ba8cfff0e?cid=9950ac751e34487dbbe027c4fd7f8e99,187840,0,75,0.845,0.768,-5.448,0.188,0.00733,0.00000504,0.0575,0.96,100,6,2002
2FY7b99s15jUprqC0M5NCT,Natural,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,https://p.scdn.co/mp3-preview/e375c82aba995cc3a35b8c2428696f00ef07e5a7?cid=9950ac751e34487dbbe027c4fd7f8e99,189466,0,84,0.704,0.611,-6.112,0.0409,0.217,0,0.0812,0.22,100,2,2018-11-09
15vzANxN8G9wWfwAJLLMCg,Paris,https://i.scdn.co/image/ab67616d0000b273e1b22ace42c98117458010b4,https://p.scdn.co/mp3-preview/3dedbb441715ef3aa43e9bd22dfe7bf85587e646?cid=9950ac751e34487dbbe027c4fd7f8e99,221520,0,72,0.646,0.644,-6.763,0.031,0.0243,0,0.0888,0.251,99.999,2,2017-01-13
4RnCPWlBsY7oUDdyruod7Y,Drunk,https://i.scdn.co/image/ab67616d0000b2736567a393a964a845a89b7f70,https://p.scdn.co/mp3-preview/3d7b3c0258387530d5947259ce4ae4532d63dca5?cid=9950ac751e34487dbbe027c4fd7f8e99,200093,0,67,0.733,0.652,-9.101,0.0696,0.419,0.00000237,0.521,0.459,99.998,7,2011-09-09
60WcXjimfbhk6T0gj1Eufg,Hate It Or Love It,https://i.scdn.co/image/ab67616d0000b2736ee6522fe61d76481c0bf366,,206400,1,0,0.802,0.785,-4.781,0.207,0.14,0,0.123,0.435,99.998,9,2005
4lojlvrqNJnqcrwNXTZapz,Hey DJ,https://i.scdn.co/image/ab67616d0000b273ccc1f9051808e2c6ae971e78,,239840,0,0,0.741,0.928,-7.472,0.0759,0.0166,0.000869,0.0383,0.687,99.997,6,2000-01-25
6jdOi5U5LBzQrc4c1VT983,"Hold On, We're Going Home",https://i.scdn.co/image/ab67616d0000b273adfb5909ec66db5fbb4d06c8,https://p.scdn.co/mp3-preview/899e6ab1f648df2dbfc67d1ac1bc9852f4537dd6?cid=9950ac751e34487dbbe027c4fd7f8e99,227880,0,77,0.773,0.414,-7.436,0.0961,0.00411,0.000034,0.0733,0.289,99.993,6,2013-01-01
6FcjitC1iHMGJxsX3rCCct,How Deep Is Your Love,https://i.scdn.co/image/ab67616d0000b273360fbbe74d122c6dd0cb038a,,221000,0,0,0.786,0.376,-14.285,0.0273,0.672,0.000611,0.186,0.437,99.992,4,1996-03-25
7mtxlSJQej3cCBXySgEjlY,Boyfriend,https://i.scdn.co/image/ab67616d0000b2739a0fd838ca0d5f0ee7ddfd8f,https://p.scdn.co/mp3-preview/c30bab81f449351f455276393ff3a23f2be77552?cid=9950ac751e34487dbbe027c4fd7f8e99,225266,0,51,0.799,0.847,-3.022,0.0541,0.0597,0,0.044,0.67,99.991,11,2020-02-26
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,https://i.scdn.co/image/ab67616d0000b2739bea3b79b95f86d1b66ac960,https://p.scdn.co/mp3-preview/b5f2e29c34fc8da8b5a576e18264120674cf0287?cid=9950ac751e34487dbbe027c4fd7f8e99,223523,0,72,0.77,0.882,-4.792,0.0602,0.194,0,0.316,0.385,99.991,8,2019-05-31
72jbDTw1piOOj770jWNeaG,Paris,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,https://p.scdn.co/mp3-preview/2b043ab3ea679d2e91c5bd827cbf24ef7a2b1b44?cid=9950ac751e34487dbbe027c4fd7f8e99,221506,0,78,0.653,0.658,-6.428,0.0304,0.0215,0.00000166,0.0939,0.219,99.99,2,2017-04-07
7k6IzwMGpxnRghE7YosnXT,Me & U,https://i.scdn.co/image/ab67616d0000b273f4c4ee507c2558262869f415,https://p.scdn.co/mp3-preview/4eca073e5603bd17307df236d5aebc7641c1caa2?cid=9950ac751e34487dbbe027c4fd7f8e99,192213,0,80,0.803,0.454,-4.802,0.0294,0.352,0,0.0655,0.739,99.99,8,2006-08-07
3ENWRrJdDtGLmM2Zn8EqPp,The Greatest Mistakes,https://i.scdn.co/image/ab67616d0000b27325fd8802cffca63c22ec77f1,https://p.scdn.co/mp3-preview/96872371d39cbc92f6603cb3f8abcc29794f9948?cid=9950ac751e34487dbbe027c4fd7f8e99,156975,0,14,0.632,0.849,-2.686,0.0265,0.004,0,0.111,0.698,99.99,7,2019-09-13
6NncjnSD7JLEetWb9KqMRY,I Wanna Love You,https://i.scdn.co/image/ab67616d0000b2733ad505200e799d6cf2b09b0a,,247066,1,1,0.865,0.45,-9.387,0.0417,0.0359,0.00000128,0.308,0.352,99.989,0,2006
4NCmFVF0elcv6KO9FuQKZN,Holy Moses,https://i.scdn.co/image/ab67616d0000b2733fa33601a194159190e0ec50,,216853,0,0,0.663,0.782,-5.74,0.0471,0.0355,0.00000538,0.0741,0.391,99.989,7,2010
41Fflg7qHiVOD6dEPvsCzO,Worth It (feat. Kid Ink),https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a,https://p.scdn.co/mp3-preview/de93c7aed8dff779d1fdba63d1522f2c770980f5?cid=9950ac751e34487dbbe027c4fd7f8e99,224573,0,77,0.884,0.765,-3.865,0.0882,0.063,0.00000704,0.118,0.594,99.987,8,2015-01-30
0UnTaVkntyh3vqvLEvbpQx,In Your Eyes (with Doja Cat) - Remix,https://i.scdn.co/image/ab67616d0000b27359612a59ef333109d15faa8d,https://p.scdn.co/mp3-preview/2be9bae49125388d60010a92d4219b2d86dd896e?cid=9950ac751e34487dbbe027c4fd7f8e99,237911,0,67,0.679,0.731,-5.522,0.0319,0.00518,0.000127,0.0614,0.727,99.984,7,2020-05-21
3ZP4dDCVQ1wk2asZk789kX,All You Need,https://i.scdn.co/image/ab67616d0000b2737afbed4abea556e71a7aea6e,https://p.scdn.co/mp3-preview/77e4adab82106dff7c0e40af672e7122f59a427f?cid=9950ac751e34487dbbe027c4fd7f8e99,183600,0,12,0.588,0.753,-5.394,0.0247,0.0326,0,0.109,0.391,99.984,2,2005-10-09
0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),https://i.scdn.co/image/ab67616d0000b27395e2fd1accb339fa14878190,https://p.scdn.co/mp3-preview/9769a2606db7ff3280d9e976afe4cba6292fd09c?cid=9950ac751e34487dbbe027c4fd7f8e99,264066,0,76,0.504,0.655,-8.644,0.0542,0.604,0.00193,0.364,0.262,99.982,0,2017-07-21
2UIRHeHi72VP5WBMAfkPe5,Hello Friday (feat. Jason Derulo),https://i.scdn.co/image/ab67616d0000b2739bead0ea894c213ae8c11039,https://p.scdn.co/mp3-preview/bd1bca65dd59a87681cb94e879dd1f8a51871565?cid=9950ac751e34487dbbe027c4fd7f8e99,201237,0,49,0.768,0.881,-4.392,0.113,0.0188,0.00000365,0.298,0.502,99.98,9,2016-02-26
4rUTAkOU7OkVGeQuyQCHhF,Sledgehammer,https://i.scdn.co/image/ab67616d0000b2735bdd9e580fdda5e676a25e6a,https://p.scdn.co/mp3-preview/a8d2802d91bc61af61761ad95945d2de174f977b?cid=9950ac751e34487dbbe027c4fd7f8e99,230906,0,64,0.671,0.777,-4.322,0.046,0.0057,0.0011,0.0783,0.289,99.98,2,2015-01-30
2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,https://i.scdn.co/image/ab67616d0000b2733b97f1c9a0273bfbdc6bd791,https://p.scdn.co/mp3-preview/2011c033f2472b7593db5149b8d1f91018bfb237?cid=9950ac751e34487dbbe027c4fd7f8e99,200466,0,74,0.686,0.783,-4.977,0.119,0.0764,0,0.163,0.814,99.978,4,2011-11-25
63SevszngYpZOwf63o61K4,Nevermind,https://i.scdn.co/image/ab67616d0000b2734dbdd4d3c69bec0d471fc479,https://p.scdn.co/mp3-preview/53dfd244b22ffa132a91d7b224885f44c2a776ee?cid=9950ac751e34487dbbe027c4fd7f8e99,156600,0,80,0.6,0.688,-8.339,0.201,0.159,0.0000129,0.409,0.0793,99.977,5,2017-06-30
51PIvodunv6NmX5250zxAh,The Cure,https://i.scdn.co/image/ab67616d0000b2734a9be9e8223db02a37e1e8fe,,211363,0,0,0.696,0.503,-4.842,0.0356,0.0745,0,0.0869,0.559,99.977,8,2017-04-16
3sstxl3kwfZ5ozeE5rPhxn,Little Secrets,https://i.scdn.co/image/ab67616d0000b273049ea6f324aaeb08ac6a70ef,,238973,0,0,0.612,0.787,-4.258,0.0394,0.00368,0,0.0978,0.656,99.975,5,2009
1dU1RZwl8B3IbkJ2Wfod5o,Amazing,https://i.scdn.co/image/ab67616d0000b27324ca4afd5fde51f4ebc23bc0,https://p.scdn.co/mp3-preview/6f6285c6b312a4c13180aa068c2c47cd5a982ad4?cid=9950ac751e34487dbbe027c4fd7f8e99,202133,0,30,0.497,0.778,-5.443,0.0366,0.00271,0.00000132,0.071,0.454,99.973,9,2006-01-01
2GsZYeL8grRgWahecjjTD4,Back Home,https://i.scdn.co/image/ab67616d0000b273eae2209aab58f8d4a66e718a,,199106,0,0,0.616,0.849,-6.496,0.0493,0.0388,0,0.0941,0.627,99.972,11,2014-08-08
3stnrhzN0lzZFskbaZ5sEw,Scandalous - U.S. Radio Edit,https://i.scdn.co/image/ab67616d0000b273ddd16a8e54ab44bf669364e6,https://p.scdn.co/mp3-preview/7ceba98390d369914e187aa97810de9ff5e16c3c?cid=9950ac751e34487dbbe027c4fd7f8e99,238840,0,63,0.734,0.668,-3.935,0.0349,0.0526,0,0.0925,0.651,99.971,0,2004-07-13
5qnqVH96GFq3Qo71lEkFT5,Saturday Sun,https://i.scdn.co/image/ab67616d0000b2730301c4c2b4fc7299df04cbf6,,214746,0,0,0.628,0.869,-4.339,0.0489,0.497,0,0.169,0.701,99.97,8,2018-02-23
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),https://i.scdn.co/image/ab67616d0000b27341f289940f2e6a0d51988d77,https://p.scdn.co/mp3-preview/b78a834a199aaaff9f0b3025077b2ee302f4c701?cid=9950ac751e34487dbbe027c4fd7f8e99,220780,0,81,0.64,0.533,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,0,2017-02-16
7HKNWy2yA75PmJ2pFQpU7k,The Piper's Song,https://i.scdn.co/image/ab67616d0000b273b634bf67662f9291f3e71732,,220453,0,3,0.587,0.833,-6.024,0.0517,0.00693,0.000612,0.0406,0.503,99.965,9,2010-10-04
5icOoE6VgqFKohjWWNp0Ac,Here With Me,https://i.scdn.co/image/ab67616d0000b2732cbb5f97a0853d1c7cbbe231,https://p.scdn.co/mp3-preview/ee4f8fe12c01781db2d971d714b91d26e5aa3ef8?cid=9950ac751e34487dbbe027c4fd7f8e99,156346,0,76,0.791,0.565,-3.933,0.0439,0.0623,0,0.156,0.181,99.961,5,2019-03-08
46jLy47W8rkf8rEX04gMKB,Wherever I Go,https://i.scdn.co/image/ab67616d0000b273780c99d2c7307e9525efa03d,https://p.scdn.co/mp3-preview/662395b1ce51aed89128e4fc566a35cdeaa01a64?cid=9950ac751e34487dbbe027c4fd7f8e99,169773,0,72,0.552,0.689,-6.444,0.0425,0.0915,0,0.27,0.349,99.961,10,2016-12-02
4OL4l0rlwGZUohB1e09BF0,New in Town,https://i.scdn.co/image/ab67616d0000b2732e5d8574ecf63ba75fe8268f,https://p.scdn.co/mp3-preview/51967284228d9b8f83c5807863804dcb6b69e099?cid=9950ac751e34487dbbe027c4fd7f8e99,199133,0,37,0.683,0.743,-5.775,0.0369,0.000308,0.517,0.0871,0.531,99.958,9,2008-06-08
21l7ENdSK2joRWEFt4vo4U,Fraction Too Much Friction,https://i.scdn.co/image/ab67616d0000b27394950394cfd34626fc356bdc,https://p.scdn.co/mp3-preview/4f269ac3170c4b94bbac13d91b903fb6d83269e8?cid=9950ac751e34487dbbe027c4fd7f8e99,254666,0,39,0.663,0.49,-15.303,0.0289,0.347,0.0064,0.0543,0.934,99.957,11,1983
2pCKctXUSaqFYAuq0wS6bq,Elle fuit,https://i.scdn.co/image/ab67616d0000b27393d69da26642514673c3b72a,https://p.scdn.co/mp3-preview/e24b0fde38304017a67fa6c4e8c2e324d2990d01?cid=9950ac751e34487dbbe027c4fd7f8e99,256799,0,0,0.731,0.48,-8.417,0.0319,0.039,0.00000148,0.155,0.494,99.955,2,2021-07-16
6DkXLzBQT7cwXmTyzAB1DJ,What's My Name?,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794,https://p.scdn.co/mp3-preview/bcdc0d6de3ed6309976290d58a0137033b5ef167?cid=9950ac751e34487dbbe027c4fd7f8e99,263173,1,75,0.689,0.784,-2.972,0.074,0.182,0,0.0843,0.561,99.954,2,2010-01-01
6MQdBUknEEIKktUGg4NMzO,She Cried,https://i.scdn.co/image/ab67616d0000b2732ad3639fd3fee0fd03732105,https://p.scdn.co/mp3-preview/10cb3bbedbbb6038f785b06f2972ed8e32cccbe1?cid=9950ac751e34487dbbe027c4fd7f8e99,157453,0,21,0.418,0.368,-10.726,0.0271,0.747,0.00115,0.124,0.552,99.952,10,2009-01-01
2LVxvGhl2U5p2ql2ujc6vZ,Hands Clean,https://i.scdn.co/image/ab67616d0000b273d78336d6cea76829a83069f9,https://p.scdn.co/mp3-preview/1a2ed20be19b5b1dce059667fe16186481756613?cid=9950ac751e34487dbbe027c4fd7f8e99,269400,0,63,0.513,0.82,-5.428,0.0299,0.00192,0.00000283,0.504,0.52,99.952,7,2002-02-25
3BZkEOJwKUYRlkLWZB1izC,Fire,https://i.scdn.co/image/ab67616d0000b273ceef2875aec040ad99eeb3a1,https://p.scdn.co/mp3-preview/e4af7fab6117f49b06b272d64cee8cfd79a220a7?cid=9950ac751e34487dbbe027c4fd7f8e99,226350,0,56,0.679,0.69,-2.744,0.054,0.0256,0.00000892,0.07,0.648,99.949,1,2018-05-11
09CtPGIpYB4BrO8qb1RGsF,Sorry,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,https://p.scdn.co/mp3-preview/eca5a32b13f68f700b06e06ffdc8110e61e232ce?cid=9950ac751e34487dbbe027c4fd7f8e99,200786,0,84,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,0,2015-11-13
5ZsPy9wHH733NlU6c4v2Hi,When It's Over - David Kahne Main,https://i.scdn.co/image/ab67616d0000b2739f19fc47081afc1abeb6eb6d,https://p.scdn.co/mp3-preview/05715a56d98f0c36ea81ef22f7f2419791929d75?cid=9950ac751e34487dbbe027c4fd7f8e99,217853,0,62,0.675,0.775,-5.772,0.0522,0.0387,0,0.383,0.933,99.945,4,2001-06-12
69bp2EbF7Q2rqc5N3ylezZ,Sorry,https://i.scdn.co/image/ab67616d0000b273b6d9a4fbb0bd49f0f034aead,,200786,0,15,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,0,2015-11-13
0afhq8XCExXpqazXczTSve,Galway Girl,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://p.scdn.co/mp3-preview/9b7635464dc2caea3837fcc5680d0f5f5d39ab03?cid=9950ac751e34487dbbe027c4fd7f8e99,170826,0,82,0.624,0.876,-3.374,0.1,0.0735,0,0.327,0.781,99.943,9,2017-03-03
2Uu8IiLkLY0UXhCHka4Dlr,Doo Wop (That Thing),https://i.scdn.co/image/ab67616d0000b2739196fafd1d6160480d3df68a,,320266,0,0,0.535,0.505,-8.926,0.245,0.0393,0,0.0923,0.495,99.935,2,1998-08-25
10kcfnWl3qEaKJNGP28AKy,Que Sera,https://i.scdn.co/image/ab67616d0000b27364cf65aa4e53155070d67745,https://p.scdn.co/mp3-preview/d9434849a9a42f3b7bd61386ee3c1ffe5f99ee77?cid=9950ac751e34487dbbe027c4fd7f8e99,210920,0,49,0.587,0.813,-3.201,0.0483,0.0282,0,0.398,0.551,99.935,8,2014-05-02
3DnzEB8Ffnp5sjnCbOugUX,Perfect,https://i.scdn.co/image/ab67616d0000b2739bee2a8c095dc119e0259427,,230333,0,0,0.647,0.823,-5.231,0.0762,0.0598,0,0.119,0.396,99.933,2,2015-10-16
3NLnwwAQbbFKcEcV8hDItk,Perfect,https://i.scdn.co/image/ab67616d0000b273241e4fe75732c9c4b49b94c3,https://p.scdn.co/mp3-preview/ba309a7db943a8cc2445d1f744685d1d30bb47ca?cid=9950ac751e34487dbbe027c4fd7f8e99,230333,0,82,0.647,0.823,-5.231,0.0762,0.0598,0,0.119,0.396,99.933,2,2015-11-13
59ZTxQo8rBycIXPLUIKvE2,Dirrty (feat. Redman),https://i.scdn.co/image/ab67616d0000b2737cd872c7701c4737b2f81d87,https://p.scdn.co/mp3-preview/09e5725942d39324740547e316de8922484dcd1d?cid=9950ac751e34487dbbe027c4fd7f8e99,298853,0,71,0.64,0.889,-3.073,0.322,0.107,0,0.339,0.436,99.931,2,2002-07-19
24M8VYT1SmWd7Z2Nq43xJX,Dirrty,https://i.scdn.co/image/ab67616d0000b273d62fbdf0497d7d7a3e7bed37,,298853,0,0,0.64,0.889,-3.073,0.322,0.107,0,0.339,0.436,99.931,2,2006-08-28
31bf9SEOppLU6lQ85d8om6,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),https://i.scdn.co/image/ab67616d0000b2734b242b7827fa55013bb9c3b0,https://p.scdn.co/mp3-preview/1fc392f49843710d7f4693bb10f5ad1a5c222ea5?cid=9950ac751e34487dbbe027c4fd7f8e99,261133,0,71,0.818,0.653,-8.396,0.204,0.0335,0.00000546,0.22,0.533,99.931,1,1998-10-03
3BAo1tqi1FF9uj4O41X2Sf,Kiss Me,https://i.scdn.co/image/ab67616d0000b273724039c15d581330cbd416e9,,199706,0,0,0.749,0.833,-4.952,0.0772,0.019,0,0.0702,0.297,99.919,9,2015-11-20
5K8qwhQQSAj9ebIvlNJY8q,Tennessee - Remastered 2001,https://i.scdn.co/image/ab67616d0000b273406ca7a421c0f83b14aba4e1,https://p.scdn.co/mp3-preview/68e31c7cc5b20e8b9f1cc9445c8b0ec643e517bc?cid=9950ac751e34487dbbe027c4fd7f8e99,272706,0,38,0.815,0.851,-3.667,0.178,0.0284,0,0.343,0.674,99.915,1,2002-01-01
6WmiK2assqEPtmqDnn7Dxc,What To Do,https://i.scdn.co/image/ab67616d0000b273b81911c989ee4179af88c0c7,https://p.scdn.co/mp3-preview/880e3b5e5ae887c8b18ab8a7fdf6c6c8b0bfc43f?cid=9950ac751e34487dbbe027c4fd7f8e99,144004,0,34,0.728,0.467,-6.144,0.0581,0.281,0,0.103,0.339,99.914,5,2021-06-25
2xBmOFFbjtgCgl9vciZsj6,Love Love Love,https://i.scdn.co/image/ab67616d0000b273326ccbc8bd3b61faad78ed04,https://p.scdn.co/mp3-preview/386ff592b10289dfe83089401b34138358a80d06?cid=9950ac751e34487dbbe027c4fd7f8e99,192826,0,46,0.519,0.494,-5.399,0.0263,0.188,0,0.159,0.243,99.909,6,2011
6SCsRA5HxLfOtN4sQN2Lkl,Me Myself & I,https://i.scdn.co/image/ab67616d0000b2734ba04cce3c5507aeb63d8dfe,,187493,0,0,0.709,0.869,-3.209,0.124,0.103,0,0.0769,0.773,99.906,1,2001-05-13
2bbeNsFmjZqdoDhjLsKNWe,Bailamos,https://i.scdn.co/image/ab67616d0000b273f3dc548292cbf807527b9309,https://p.scdn.co/mp3-preview/e156a800b29a839478cb6619e064ae63a59579c2?cid=9950ac751e34487dbbe027c4fd7f8e99,214066,0,60,0.627,0.888,-4.523,0.0388,0.0528,0.00237,0.136,0.591,99.905,9,1999-11-23
2zDt2TfQbxiSPjTVJTgbwz,Starving,https://i.scdn.co/image/ab67616d0000b273730f8351fee266b18e935f5b,,181880,0,0,0.724,0.628,-4.219,0.0962,0.409,0,0.105,0.524,99.898,4,2016-07-22
586SWMAwcR753dDyZnx8J3,The Man Who Can't Be Moved,https://i.scdn.co/image/ab67616d0000b27329d53620a681aa399c34ee64,,242106,0,0,0.612,0.619,-5.038,0.0255,0.442,0,0.0976,0.357,99.897,10,2008-07-18
2JHs0rSCXLxdaDEyUoAkcz,Universal Soldier,https://i.scdn.co/image/ab67616d0000b273626e1d354540763dd71c5206,https://p.scdn.co/mp3-preview/febf66b77786609018337d200077710a3bdf43d4?cid=9950ac751e34487dbbe027c4fd7f8e99,131800,0,47,0.596,0.276,-12.558,0.0405,0.589,0,0.177,0.495,99.892,6,1965-10-22
6HIElrRO0GdlFZB54iVyiI,And The Boys,https://i.scdn.co/image/ab67616d0000b273f11a093d3322196862fd7ce5,https://p.scdn.co/mp3-preview/1dd1d96f463efb963c061faad1a0a8dffaee7120?cid=9950ac751e34487dbbe027c4fd7f8e99,249893,0,43,0.791,0.42,-8.905,0.0285,0.558,0.0173,0.129,0.507,99.882,5,2010-03-12
5gu5laRy0DJd17tb6bRMNm,I'm Yours,https://i.scdn.co/image/ab67616d0000b273ac4deb81e4385b8b20820ab4,https://p.scdn.co/mp3-preview/7e31b71af41e3c3e7352df3c04adf06a7ec99fc8?cid=9950ac751e34487dbbe027c4fd7f8e99,140840,0,29,0.343,0.19,-16.323,0.0439,0.697,0.0016,0.123,0.262,99.835,2,1962-06-05
